,Query,Text,Tweet Sentiment,Created At,ID,Hashtags,User Name,Retweet Count,Favorite Count,User Description,User Sentiment,Follower Count,Verified?,Replies,Reply Sentiment
6,breonna taylor,@Thatchicaaime @ch3y3nna @Eriica_b @jarulefanacc69 @alvssv @akasheego @vall3yofdolls @CodyWasWright @_andreajortiz… https://t.co/u6VdI32jbA,0.0,2020-06-16 04:48:45,1272752953976164353,[],-𝓐𝓻𝓲 ✊🏿✊🏾✊🏼,1,1,𝕡𝕙𝕩~ 𝟚𝟚 // ｉ ｒａｖｅ． #BlackLivesMatter,0.0,1822,False,['@AriannaRaquel_ @Thatchicaaime @ch3y3nna @Eriica_b @jarulefanacc69 @alvssv @akasheego @vall3yofdolls @CodyWasWright… https://t.co/iv6Z5venCp'],0.0
0,antifa,"Antifa punk smashes man in face with skateboard, victim shoots attacker in self defense in New Mexico tonight. https://t.co/bGVxVTAKKO",-0.6486,2020-06-16 05:20:54,1272761044792832001,[],Mark Dice,9,24,"Media Analyst. Bestselling author of ""The Liberal Media Industrial Complex.""  Check out my YouTube channel (link below) & I'll see ya there!",-0.6486,638399,True,"['@MarkDice This was nice to see, for a change!!💪🏻', '@MarkDice Good. Fuck the left']",0.18555
1,antifa,@rollz_royce @DrT99118842 @Timcast He's excusing the defense of an American historical monument by Patriots from AN… https://t.co/MJCGu8B6cG,0.128,2020-06-16 05:20:04,1272760836596142082,[],Kodai Okuda,0,2,"Science fiction author, researcher, creator of futuristic machine artwork; student of Hebrew Kabbalah, and enjoyer of Japanese anime.

I identify as Godahkeen",0.128,1551,False,"[""@KodaiOkuda @DrT99118842 @Timcast Oh I know, I just wanted to see his stupid F'n response. \n\nI also can't find anyt… https://t.co/CvPoMxHpoP""]",-0.5267
2,antifa,"@Broteinsmoothie I heard he was being a shitbag from the antifa types, but am having issues finding videos showing… https://t.co/yYF2rb8ELr",0.0,2020-06-16 05:19:30,1272760692290904064,[],Not Sure 🏴‍☠️,0,0,He/him/Iowa Class Battleship.,0.0,331,False,['@Broteinsmoothie Haven’t watched this yet https://t.co/cmxLX9NvGX'],0.0
3,antifa,"@ed_unwa Thats true, but im not sure if people really get whats going right now. This weekend a disparate group of… https://t.co/REsC6ee4vI",-0.1388,2020-06-16 05:19:10,1272760608300163072,[],bilbo bawbag,0,0,,-0.1388,24,False,"['@BawbagBilbo Yeah, which is why our lot need much thicker skin. No infighting is a feminine way of doing things, th… https://t.co/pqY2Rzo8fb']",0.0
4,antifa,I heard most of your crowd-sourced 35 million is funneled into DNC for their campaigns. Maybe the Dem brass thinks… https://t.co/tmyX9HMUXF,0.0258,2020-06-16 05:18:20,1272760398375202816,[],Jeff Millions 🇺🇸,0,0,"Auto engineer in Detroit;
Fed up with Dems and MSM's narratives; Make America Great Again and keep it that way #MAGA #KAG #Trump2020 #1A #2A
🇺🇸🇺🇸🇺🇸🇺🇸",0.0258,1689,False,"[""@JeffMillions They don't even realized they are being sold out by their own. This is really sad.""]",-0.5256
5,antifa,"They are allowed to do this because @GavinNewsom allows them to do this.

They are allowed to do this because… https://t.co/VSjwmdHNpt",0.0,2020-06-16 05:17:23,1272760158108692480,[],Peter Nayland Kust,4,5,"25+ years a Voice And Data Network Engineer. Historian. Iconoclast. Student of the #Constitution. Champion of Free Speech, Free Thought, and Free People",0.0,1415,False,['@pnkust @GavinNewsom @ericgarcetti This makes me SO ANGRY.  Not okay!!! Poor pup.'],-0.8396
6,antifa,@rain_otto @Battle00333 @___BETTS___ @Themadphilosop2 @Timcast Did they though? I don't see a difference between ma… https://t.co/utSII1fXzn,0.0,2020-06-16 05:17:11,1272760111556186112,[],Robert William Ross,0,1,"rock/metal head, programmer #infosec cybersecurity is life. HTTP 418, RFC 1149 compliant. (I encourage a google search of both of those.)
Centrist.",0.0,1157,False,"['@gentoo_python @Battle00333 @___BETTS___ @Themadphilosop2 @Timcast People that support Trump actively support racis… https://t.co/SZsg7D04UO', '@gentoo_python @rain_otto @Battle00333 @Themadphilosop2 @Timcast Hilarious how quickly he dug his own hole hahahaha']",0.5868
7,antifa,@ralthor739 The fact that antifa have a history of attacking anyone who doesn't agree with their far-left politics… https://t.co/ZnDAxYBFoQ,-0.6261,2020-06-16 05:17:04,1272760079427629056,[],Packard Walsh,0,0,"A scream of rage from flyover country. Not interested in your meaningless ""ists"" and ""isms.""",-0.6261,92,False,"[""@walsh_packard You're argument is a little ironic lol you're brainwashed.""]",-0.0478
8,antifa,@GregMar04424290 @realDonaldTrump 🤔 I guess ANTIFA should think twice before jumping a retreating man. That man mig… https://t.co/K5zYeLiBXf,0.0,2020-06-16 05:16:43,1272759992056197120,[],MAGAMomma,0,5,"Follower of the one true Jesus Christ. Happy patriot. Nationalist. Lets change hearts, not minds! 🇺🇸  ✝🇺🇸",0.0,2107,False,"['@VictorynGrace @GregMar04424290 @realDonaldTrump New Mexico right-wing terrorist organization.\nAnd if you defend them, you are one of them.']",-0.6908
0,riot,"Cue me being real fucking upset of some wack ass group like SuperM gets nominated for Gr@mmy'$ and not BTS, I will… https://t.co/Znn5NcQLzg",-0.5984,2020-06-16 06:07:30,1272772771412692992,[],𝗚𝗵𝗼𝘀𝘁⁷ʰᵃᵘⁿᵗᵉᵈ,0,0,"𝙨𝙖𝙢𝙚 𝙢𝙞𝙨𝙩𝙖𝙠𝙚𝙨, 𝙤𝙣 𝙖𝙣𝙙 𝙤𝙣 .. 
ⁱᶠ ⁱ ᵇʳᵉᵃᵗʰᵉ ⁱᵗ'ˢ ᵃˡʳⁱᵍʰᵗ
𝗜 𝗔𝗠 𝗕𝗟𝗔𝗖𝗞 𝗕𝗘𝗙𝗢𝗥𝗘 𝗕𝗘𝗜𝗡𝗚 𝗔𝗡 𝗔𝗥𝗠𝗬

#BlackLivesMatter ✊🏽",-0.5984,28,False,"[""They only snuffing themselves, like SuperM ( and I mean this with my WHOLE CHEST ) is NOT impactful and don't talk… https://t.co/l6jNmx6lGn""]",0.3612
1,riot,Cops shoot some pepper balls after being scared by water bottles tossed in their general direction by people who ha… https://t.co/ZW5ar721Vl,-0.6486,2020-06-16 06:05:14,1272772203503738885,[],Donovan “It was the blurst of times” Farley 💻🐒,4,22,"writer / tear gas sommelier: @Playboy, @VICE, @Spin, @wweek, @RollingStone, @Paste, @consequence et al • donovan.farley@gmail.com • Opinions are Andre 3000's",-0.6486,5546,False,"['@DonovanFarley Shocking https://t.co/X0NTT2IsuS', 'It’s a weird scene: https://t.co/N4ZFRLdOoT', '@DonovanFarley See this is truly unbiased reporting (exactly what America needs). \n\nHe bashes the police and dishes… https://t.co/kgOuWFbNF7']",-0.05276666666666666
2,riot,"I handed out as many joints as I brought, as many allies as I could and to every leader who asked. Those people I s… https://t.co/mD3XkP0bG3",0.0,2020-06-16 06:05:05,1272772165482369024,[],Sheamus 🌹,0,0,punk is dead but so are zombies so,0.0,81,False,"['We on the front line started walking towards the line of 3 or 4 armed cop cars, as we got close enough to see the f… https://t.co/JdKezFDQDK']",0.0
3,riot,imma go to sleep yall better stream my fancam or else. also like last night since neither of them gave it to me rin… https://t.co/sUICMtyqHV,0.6597,2020-06-16 06:03:10,1272771682479063040,[],"𝗅𝗈𝗏𝖾, 𝖾𝗏𝖺🌿",0,0,𝗉𝗋𝗈𝖻𝖺𝖻𝗅𝗒 𝖼𝗋𝗒𝗂𝗇𝗀 𝗈𝗏𝖾𝗋 𝗈𝗅𝗂𝗏𝗂𝖺 𝗋𝗈𝖽𝗋𝗂𝗀𝗈 | 𝐦𝐮𝐥𝐭𝐢𝐟𝐚𝐧𝐝𝐨𝐦,0.6597,800,False,['I COULDNT TAG MEGAN SO HERE YA GO @octaviablckes warning 1'],-0.34
4,riot,"The crowd took the 8:46 sec knee. Again, you can see @GovBillLee troopers with riot gears. The young people have as… https://t.co/Y8SBbaP9Ve",-0.5574,2020-06-16 06:02:26,1272771498818895878,[],Omo Odua,0,0,Love. Life. Passion. Let's Make Drinking Great Again!,-0.5574,208,False,['And then came the helicopters. There were at least 2 of these flying around pretty low for a while. https://t.co/Zx3Xu2yaHS'],0.2732
5,riot,I’m on episode 8 of 13RW and girl....The kids asked for just a crumb of privacy and the adminstrators called in she… https://t.co/VaFRUY9fRY,0.0,2020-06-16 06:02:11,1272771434373357568,[],Me? A whole me?!,0,0,“That ain’t enough for me” - Keke Palmer ✊🏾 #BLM,0.0,1559,False,"['Diego really pissing me off, he’s acting Bryce and Monty were good people when they were alive stfu']",0.3626
6,riot,"@ohreallytruly @lisapodcasts You'll need to be if you're heading for Londump before Wales.

The riot Capital of the country.",-0.5574,2020-06-16 06:02:10,1272771429965221888,[],3dguy,0,0,https://t.co/MjXDoce3pc,-0.5574,376,False,"['@3dguy6 @lisapodcasts Lol, I’m a queen in a mosh pit so well versed in riot tactics']",0.2362
7,riot,@RIOT_VANTE @Koreaboo Also we all know if BTS get a Grammy nomination it wont be an “”actual”” grammy coz they are… https://t.co/TlBKIwgvAj,0.0,2020-06-16 06:01:14,1272771194979319808,[],3€Mo,0,0,I believe in Twicepink supremacy.,0.0,27,False,"['@PaidBlinkByYg @Koreaboo we’re not focusing on “western validation” for a grammy, we’re focusing on the fact that b… https://t.co/UgbBHvlApd']",0.0
8,riot,@JPStudio_ @ChrisCilizzered @KoshinJimcali What makes a city? The stautes??? Are you serious?? No. The people have… https://t.co/4ybej8nm14,-0.3094,2020-06-16 06:01:07,1272771167309316102,[],IL0vELaMP,0,0,,-0.3094,1,False,"['@Il0vLa @ChrisCilizzered @KoshinJimcali Leave me alone, you’re possessed']",-0.296
9,riot,"@strangeisbetter Really? How do you figure that? There were thousands of people with guns at this riot, so what exactly did you stop?",-0.79,2020-06-16 06:00:41,1272771056072372226,[],AverageOreo,0,0,Army vet... Associate Degree in Computer Networking/LAN Management...Destiny veteran....INTP  #YangGangForever,-0.79,1255,False,"[""@fr0styOre0 I did the right thing.  I saw something,  I said something.  That's what everyone should be doing.  Reg… https://t.co/sxws3Tofw2""]",0.0
10,riot,"Watching something called Portland riot by ""Andy"";on periscope.  Appears they are in front of the courthouse. @matcha_chai",-0.5574,2020-06-16 06:00:29,1272771008055787520,[],Outside Aggregator,0,0,All cacti are beautiful.  heart of the revolution and mindless slime mold.   empath.  grifters beware.,-0.5574,40,False,"['Confirmed maga', ""He's on a Nike bike"", ""Doesn't look good @defendpdx""]",-0.11373333333333334
11,riot,"playing Tonight We Riot, released earlier in May... how did they know??? https://t.co/ronTSzlTFO",-0.5171,2020-06-16 06:00:11,1272770930708635649,[],(◕`‿´◕✿),0,1,"queer agender poc #blm
don't follow if ur a minor",-0.5171,2151,False,"[""it's a side scrolling brawler set in a capitalist revolution,   i love it https://t.co/Z2uD5MCMAy""]",0.6369
12,riot,@Dickbutkiss10 @coleslawismydad @lifeeeonstandby @JoshuaPotash If the council doesn't listen then what do the peopl… https://t.co/1HcMkBqE0Q,0.0,2020-06-16 06:00:10,1272770924840878082,[],GottaBeHonest,0,0,"We know how conservatives feel about logic, reason, compassion, and the value of human life. When you ask them to explain you end up getting blocked",0.0,8,False,['@HonestGotta @coleslawismydad @lifeeeonstandby @JoshuaPotash so because i dot get what i want legally i have licenc… https://t.co/gcIvYzGqI5'],0.1779
13,riot,@xXBlueGoogsXx //I swear I will riot your art is so good JSSJJSS,-0.0152,2020-06-16 05:59:58,1272770877147320320,[],🩸𝐘 𝐀 𝐍 𝐃 𝐄 𝐑 𝐄🩸,0,2,𝐈 𝐋𝐎𝐕𝐄 𝐒𝐄𝐍𝐏𝐀𝐈 𝐘𝐄𝐒 𝐈 𝐃𝐎 𝐇𝐄𝐒 𝐅𝐎𝐑 𝐌𝐄 𝐍𝐎𝐓 𝐅𝐎𝐑 𝐘𝐎𝐔 🔪RP🔪 ( @crushiplier and @plznonestor on ig and @starstruckmam is my main ),-0.0152,45,False,['@yanderepliers //djdhd thank you ❤😭'],0.5574
14,riot,@Doc_Wolverine I'm that weird thylacine who sometimes says something insightful... But mostly shitposts... I wanna… https://t.co/z8n1VQECB4,-0.09,2020-06-16 05:59:47,1272770828250173440,[],⛤Bushland Cryptid⛤ @ FurDU 2021,0,0,"🔞They/Them | Vet nurse | Artist | Bit of a shithead | Will probably bite your ankles🔞
ART Acc: @QT_Arts
PFP: @FeatherFleeks
Banner @serphire",-0.09,619,False,['@QueenThylacine @Doc_Wolverine Frankly I agree with this. Drinks all around! (To those legal to drink)'],0.5093
15,riot,Riot  https://t.co/tRZfDk9SpT,-0.5574,2020-06-16 05:59:35,1272770780368076800,[],Bobby Dino,0,1,A Convict-turned-Conqueror. Money - Mindset - Presence - Connections. Join The Crew for more info: https://t.co/G5z8mUfTLv,-0.5574,16278,False,['After the riot?\n\nThe Hole.\n\nhttps://t.co/2bTv2SBrP3'],-0.5574
16,riot,Riot saw random adc pop of with champ so has to be nerfed https://t.co/Ld4wgAoGPO,-0.128,2020-06-16 05:59:20,1272770715624910848,[],Daraèn,0,0,"17 yo
186lp s9
s10 dont wanna talk about it 
@reijjn 🐖
@chickenchelmein 🍪",-0.128,181,False,['@CaptainDarean so no botrk or DD nerf to melee? great company https://t.co/4me40EpLTZ'],0.3832
17,riot,As one protestor noted “we have Flowers and you have riot gear.” https://t.co/in2bG6iXa2,-0.5574,2020-06-16 05:59:06,1272770657617666048,[],Omo Odua,0,0,Love. Life. Passion. Let's Make Drinking Great Again!,-0.5574,208,False,"['The crowd took the 8:46 sec knee. Again, you can see @GovBillLee troopers with riot gears. The young people have as… https://t.co/Y8SBbaP9Ve']",-0.5574
18,riot,the feeling of constantly falling behind terrified me and it took me so long to find mental help but by then i just… https://t.co/FAquc5OIVq,-0.1779,2020-06-16 05:56:57,1272770118301257728,[],Mikaru🍒PIEN... 🥺,0,0,"ミカルと申す。成人済み男性。|| I’m Mikaru, a proud Mishiboy. || HE/HIM || これ読んでください！COMMISSION LIST: https://t.co/O8cg6WY5Ce || DON’T REPOST MY ART || i: @annakoart",-0.1779,396,False,['(which is a mistake btw)'],-0.34
19,riot,"imagine making an anti-cheat that not only doesn't work, but also makes your pc run like shit. only riot lmao",-0.296,2020-06-16 05:56:31,1272770008867717120,[],yicco))),0,1,sola fide,-0.296,76,False,"[""turning the anti-cheat off after launch doesn't fix it either. I've seen a bunch of people say the same thing and t… https://t.co/UJjmI5zqZb""]",0.0
20,riot,This was the same protest earlier in the day. Just a handful of young people demanding to speak to @GovBillLee abou… https://t.co/UIcXKCnJhW,-0.4404,2020-06-16 05:56:22,1272769971974746113,[],Omo Odua,1,1,Love. Life. Passion. Let's Make Drinking Great Again!,-0.4404,208,False,['As one protestor noted “we have Flowers and you have riot gear.” https://t.co/in2bG6iXa2'],-0.5574
0,black lives matter,"@GMB I am running out of space  for  posters in my window with:
Black Lives Matter.
Education for all children
give… https://t.co/RvQvFEUDeQ",0.0258,2020-06-16 06:37:48,1272780397357776896,[],GEOFFREY BENSON,0,0,,0.0258,0,False,['review on the 2 metre social distancing rule reducing it to 1 metre and unless they reduce it thousands of hospital… https://t.co/DJuZ38V884'],0.0
1,black lives matter,Sweetie if all you do is tweet blue lives matter you are apart of the problem because I don’t remember blue being a… https://t.co/AZZfmpmuUx,0.1531,2020-06-16 06:37:32,1272780331607703552,[],dontbringyourwhitewifetothecookoutpls.,0,0,Kammie💕☺️ kammietheeblackie🧚🏽‍♀️,0.1531,49,False,['matter they’re risking their lives out there first of all I didn’t ask them to do that for me second of all saying… https://t.co/lD6km1Wu30'],-0.296
2,black lives matter,@Nyowe69 @lllMGWVlll Black LIVES matter,0.0258,2020-06-16 06:37:19,1272780276742193152,[],Arc5,0,0,"OC, 174 Cattell Culture Fair. PhD now investor & magnet. Not yet $billionaire -100% honest attempt. What people think is the matter

A book: https://t.co/AT6OYFO6kG",0.0258,2603,False,['@archdrop5 @lllMGWVlll They do and ALL others as well.'],0.2732
3,black lives matter,"Brentwood, California Fascist Tod Brilliant Launches Project to Stalk and Harass Those Who Oppose Homelessness and… https://t.co/5JDAAnj2iM",-0.4588,2020-06-16 06:36:46,1272780136341889024,[],Valdis Gailitis,0,0,"From Bklyn worked on Wall St 42 yrs, USMC vet solid conservative, LEGAL IMMIGRANT. Enjoy lively debate with libs/dems as they try to explain why they vote 4dumz",-0.4588,2252,False,['deal with him in NO uncertain terms!'],0.1147
4,black lives matter,@luminnexxx @sabraxo_ @malaikatinashe @MsJazzybelle How does “all lives matter” take away from the black cause? We… https://t.co/GpHGZWA6mv,0.0,2020-06-16 06:36:42,1272780122546896898,[],And?,0,0,Go be mad somewhere else 🤪 *Insert Onlyfans link* *Insert Cashapp tag*,0.0,16,False,['@lmfaoidec @sabraxo_ @malaikatinashe @MsJazzybelle Bro no..not the same at all Bc a black trans person is still BLA… https://t.co/mltwIZdOsT'],0.0
5,black lives matter,there’s something really nauseating about seeing an unsheltered black man sleeping on the sidewalk outside a hip ge… https://t.co/1K4ZhVlAAT,0.0,2020-06-16 06:36:42,1272780120260882432,[],engels and airwaves,0,3,no-good chucklehead • marxist-leninist • she/her • @pslweb @answercoalition • смрт фашизму • priv: @wafflehouse666,0.0,4949,False,['busted ass country'],-0.5423
6,black lives matter,"If you quiet yourself, you can almost feel the society's mental illness oozing through the walls and forcing its wa… https://t.co/g3FtulIUtC",-0.4019,2020-06-16 06:36:31,1272780075121901569,[],Forest Magus 🧙‍♂️,0,1,Reactionary. Dissident Right. Fren of frogs. Header by Gustave Dore AVI: Free stock image,-0.4019,3428,False,['@ForestMagusFilm I can feel it'],0.0
7,black lives matter,Marketing guru @boughb on the rush of companies suddenly trying to show that they stand in solidarity with Black Li… https://t.co/6M4hc7VTiU,0.296,2020-06-16 06:35:39,1272779857785692160,[],Inc.,1,8,Everything you need to know to start and grow your business now.,0.296,2777926,True,['@Inc @boughb Absolutely agree words should always be met with action especially for companies with better resources… https://t.co/c9GAZxPt2Q'],0.6901
8,black lives matter,"13) Let's turn practical, pragmatic. First, I don't believe any patriotic black person, or any patriotic liberal or… https://t.co/6VHYucEUJK",0.0,2020-06-16 06:35:02,1272779701749252098,[],"Pasquale ""Pat"" Scopelliti⭐️⭐️⭐️⚔️",0,0,"Volunteer analyst for @GenFlynn and Trump team 2016.

Periscope: https://t.co/wp7DEQpbCu

Flynn Doctrine: Who the people predict will win, will win.",0.0,8232,False,"['14) That our friends and fellow Americans on the other side of the aisle are good people, logical and patriotic, sm… https://t.co/f68xaMOrd5']",0.7184
9,black lives matter,"A black officer in the UK has told Sky News her police jacket ""feels heavier"" after the US killing of George Floyd… https://t.co/nOGYvdIpt5",-0.6597,2020-06-16 06:35:00,1272779691544412161,[],SkyNews,5,14,"We take you to the heart of the stories that shape our world. 

For breaking news, follow @SkyNewsBreak",-0.6597,6191595,True,"[""@SkyNews You're in the wrong job."", '@SkyNews Uk and us cops not the same ... read the Figures before saying things ... whites more likely to dead by police in us.', ""@SkyNews Primark is open again, why doesn't she queue for a new jacket?"", '@SkyNews What does she mean represent her organisation...\nThe US and UK police are not the same thing🤨', ""@SkyNews UK cops and US cops aren't the same thing 🙄""]",-0.23076
10,black lives matter,"@Crystallux192 @ohsnapitzisi @gvldcn @buteragranderem @ArianaNow First of all, I don’t know who you think you are w… https://t.co/e9i9fHqaXr",0.0,2020-06-16 06:34:58,1272779684309282816,[],𝔇𝔬𝔫🏄🏽‍♂️,0,0,,0.0,32,False,['@Crystallux192 @ohsnapitzisi @gvldcn @buteragranderem @ArianaNow And it’s not about cancel culture it’s about how t… https://t.co/EFguj3XEih'],0.1877
0,all lives matter,"@Apileofgravel1 @jeanniejeon04 @tylerthecreator hes not sick in the head for having a different opinion, i used to… https://t.co/TwjIu4uZp0",0.4023,2020-06-16 07:04:32,1272787126313086976,[],levi,0,3,dumbass,0.4023,32,False,['@podyouandme @Apileofgravel1 @tylerthecreator YES THIS'],0.5319
1,all lives matter,@lmfaoidec @malaikatinashe @luminnexxx @MsJazzybelle Clearly you’re dense&amp; the point continues to go over your head… https://t.co/ALoQTvB3GD,0.4019,2020-06-16 07:03:08,1272786771282145280,[],DaiDai🌻🧘🏾‍♀️,1,0,20|| FAMU 22🐍                                      || NCNW💜Dream Defenders✊🏾IOB 💖               Capricorn ♑️,0.4019,563,False,['@lmfaoidec @malaikatinashe @luminnexxx @MsJazzybelle I can also assume you’ve never heard of power in numbers. We g… https://t.co/8XtoJKfEXV'],0.0
2,all lives matter,@GNCordova Reading through the comments I see men trying to back themselves up and make it all about themselves but… https://t.co/EKFGDY1Te8,0.0,2020-06-16 07:02:42,1272786662721040384,[],caramel cupcake✨,0,0,Kinda weird,0.0,427,False,['@GNCordova She is just talking about the pain that we women go through...... Lately I have been following the South… https://t.co/bG53PB713b'],-0.5106
3,all lives matter,"Me: black lives matter or all lives matter ? 

Them: black lives matter for example if there were 9 burn- 

Me: stfu",0.0772,2020-06-16 07:02:06,1272786512279527425,[],‏ً,1,21,17 • TikTok: BusLol • 77k IG • 135k Subscribers • Business Email: BusWtf2@gmail.com @BusIoI @busfnbr @buswtf @buswtff this one next,0.0772,2839,False,"['@BusDamn 💀💀', '@BusDamn ...', '@BusDamn https://t.co/Fb6fkW3pht', '@BusDamn Relatable', '@BusDamn Lmao']",0.11988000000000001
4,all lives matter,"In America, white people felt left out when #BLM started. They just couldn't digest the attention Black people were… https://t.co/mDsJ5PBBmy",0.0,2020-06-16 07:01:40,1272786403932409862,"[{'text': 'BLM', 'indices': [44, 48]}]",Abdul,0,0,"Doctor|
i prescribe little packets of serotinine.















Instagram: AbdullMuqeett",0.0,433,False,['Irony is neither of the supremacist is ready to acknowledge their faults and conversate for betterment.'],-0.2892
5,all lives matter,@IsmailPatel1977 @IlhanMN All lives matter!! As far as I'm concerned...,0.1739,2020-06-16 06:59:50,1272785942512836609,[],Eli Geller,0,0,,0.1739,562,False,['@lakevooder @IsmailPatel1977 @IlhanMN just as suspected. racist.'],-0.7096
6,all lives matter,"@tylerthecreator my ex tried to tell me that all lives matter 
lemme tell you 
i argued with this mf and he really did seem sick in the head",-0.7152,2020-06-16 06:59:40,1272785899378692097,[],genie,0,7,‧͙⁺˚*･༓☾ you suck ☽༓･*˚⁺‧͙,-0.7152,262,False,"['@jeanniejeon04 @tylerthecreator Well, why is he sick in the head for having a different opinion? I know you disagre… https://t.co/9PmX9nzOvk']",-0.296
7,all lives matter,"...The black lives matter movement has been around way before George Floyd’s murder. His murder, unfortunately, was… https://t.co/rTlCj9SgNh",-0.9136,2020-06-16 06:59:35,1272785880856526848,[],court ☮︎,0,0,,-0.9136,336,False,['...We have black men being hung/lynched around the country. \nWe have black women being abducted &amp; murdered.\nWe have… https://t.co/1p3mBW0Ssa'],-0.8271
8,all lives matter,Kelly Olynyk taking a charge in the restricted area and yelling all lives matter &lt;&lt;&lt;&lt;&lt;&lt; https://t.co/ALesBQQMdo,-0.3612,2020-06-16 06:58:41,1272785652208340993,[],Box Fan On High All Year Round,3,1,Follow your heart. Live the dream. eat. workout. travel. find hobbies and deer sausage.,-0.3612,2439,False,['@TerrellChuggs LMAOOOOOOOO'],0.0
9,all lives matter,"My evangelical sister-in-law has been trolling on Facebook for weeks about “All Lives Matter”

Jesus just wants her to STFU.",0.0,2020-06-16 06:58:35,1272785629265498112,[],ᴛʀᴜᴛʜ ᴡʀɪᴛᴇʀ,0,20,"MA (Theology), JD ⚖️ (Practiced Law 20 yrs /Retired/Disabled) | Lupus🦋| Sufi💃🏽| #CancelEverything 🌹",0.0,46670,False,"[""@WritesMore I'm a Christian who used to call myself an evangelical. Jesus DOES want her to STFU. I've been ranting… https://t.co/LiKEjwHGMq"", '@WritesMore https://t.co/R09FebajWe', '@WritesMore That sounds like being in a pickle. \nBest to luck on that one. 😲', '@WritesMore https://t.co/YdzVM1a0tz']",0.24585
10,all lives matter,Black lives matter but let your tribe have all the great opportunities. Black lives matter but Godforbid your son/d… https://t.co/F9Bszd6Ya2,0.882,2020-06-16 06:57:30,1272785354148413442,[],Roadside Investor,4,5,"event planner @eventsby_d • @mvdenterprise •@bettavenue. 
•Investment Enthusiast
•Youtuber 
•Progressing Christian",0.882,11731,False,['@MAGGEZEH_ You are dishing out the truth this morning.'],0.3182
11,all lives matter,"@Diingiswayo_ Check with the South African news hmmmm🤧🤧 and this is like the all lives, black lives matter thing...… https://t.co/og5uADjbia",0.3818,2020-06-16 06:57:06,1272785255909466112,[],caramel cupcake✨,0,1,Kinda weird,0.3818,427,False,"[""@Wanga_99 Lol personally, I'm not with the black lives matter movement. But okay, I get your point 😅""]",0.6858
0,chaz,@astrap1a @4c01Anonymous @climatestrikewa @chaz_updates @DemConPS You should tell the troll that was dropping lines… https://t.co/dlPafTsJd0,0.0,2020-06-16 07:43:47,1272797002934304769,[],alan moore strongly dislikes the prez,0,0,“The idea that a billionaire could relate to the sensibilities of the working class: How could that possibly be true?” — V also doesn’t dig authoritarian cults.,0.0,68,False,['@astrap1a @4c01Anonymous @climatestrikewa @chaz_updates @DemConPS That’s cute if the hood is what confused you.'],0.1779
1,chaz,@GovInslee This guy keeps beaking off. Watch TOURISM drop in @SEATTLE @WASHINGTON dramatically this summer. Unless… https://t.co/G6l16MyBQw,-0.2732,2020-06-16 07:42:44,1272796738877825024,[],SPARTACUS WAS A REGISTERED REPUBLICAN.,1,1,https://t.co/Lg4tYSc0nn,-0.2732,6,False,"[""@BullExcrement @GovInslee @seattle @Washington It's like staring directly into someone's paranoid schizophrenia.""]",0.128
2,chaz,I wonder what the citizens of #CHAZ/#CHOP think about the @dominos they ate the other day now that this has come to… https://t.co/Co3Lt6hUKv,0.0,2020-06-16 07:42:01,1272796558074011648,"[{'text': 'CHAZ', 'indices': [30, 35]}, {'text': 'CHOP', 'indices': [36, 41]}]",Anontonín Dvořák,0,0,,0.0,166,False,"[""@AnontoninDvorak @dominos Let's be real here, most NYC pizza is overly greasy and underly saucy.\n\nThat other stuff… https://t.co/ipXqEBvBTn""]",0.0
3,chaz,"@scrowder 
@TuckerCarlson 
Looks like ""CHAZ/CHOP"" is here to stay:

At least for now.  Should 
@realDonaldTrump sen… https://t.co/R7JTKpCXbv",0.3612,2020-06-16 07:39:36,1272795949690023939,[],Charles Breuninger,0,0,"a.k.a. Rick Charles The ""Voice of Poker"" 
 After a 29 year radio career. a VO artist who had the 1st poker show on the web. Sidelined by Progressive M.S. 4 now!",0.3612,277,False,['@dbongino  have you seen this story yet?  AMAZING!'],0.7027
4,chaz,@Lowcountry1Girl @1D10Two @catturd2 CHAZ or CHOP Garden of Eden... https://t.co/1Umwpjlggw,0.0,2020-06-16 07:37:50,1272795505161101312,[],Fixing America 🇺🇸,0,0,"Retired engineer Dad Granddad #Conservative #MAGA #Trump #MilitaryFamily #BuildTheWall #NRA @CodeOfVets Native Born TN, TarHeel by Life, I FB, Now on Parler",0.0,57445,False,['@PhillipDenton @Lowcountry1Girl @1D10Two @catturd2 Wow this photoshop job is truly terrible'],0.5574
5,chaz,heads up the YPG trained the #Antifa terrorists behind #CHAZ https://t.co/YtqrK3Q3b5,-0.6249,2020-06-16 07:37:38,1272795454585991169,"[{'text': 'Antifa', 'indices': [29, 36]}, {'text': 'CHAZ', 'indices': [55, 60]}]",hayley top 10% onlyfans,0,3,(18+) Hayley and hayley (she/her) artist and transexual pornographer (https://t.co/Nw5RmESGGH) and co-host of the Puppy Liberation Army podcast,-0.6249,6506,False,['@hayleyglyphs This is a crazier than average conspiracy theory. I keep trying to tell people whippits are bad for your brain.'],-0.7906
